id_aluno,mun_formacao,uf_formacao,mun_trabalho,uf_trabalho,cbo_descricao,cnae_descricao,tipo_vinculo,natureza_juridica,remun_media_nominal,tempo_emprego_meses,carga_horaria,tipo_salario,mobilidade_mun,mobilidade_uf,setor_simplificado,ano_admissao,mes_ano_admissao
57425,João Pessoa,Pb,João Pessoa,Pb,Técnico Eletricista,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1785.05,27.3,40.0,Mensal,Não,Não,Setor Privado,,NaT
57437,João Pessoa,Pb,Nantes,Sp,Dirigente Do Serviço Público Estadual E Distrital,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Estadual Ou Do Distrito Federal,4666.66,6.9,30.0,Mensal,Sim,Sim,Setor Público,,NaT
57491,João Pessoa,Pb,João Pessoa,Pb,Agente De Vendas De Serviços,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2344.04,19.5,44.0,Mensal,Não,Não,Setor Privado,,NaT
57491,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1207.75,19.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
57496,João Pessoa,Pb,João Pessoa,Pb,"Recepcionista, Em Geral",,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1266.65,38.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
57496,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Fundação Privada,2267.8,26.4,8.0,Mensal,Não,Não,Outros,,NaT
57514,Aguiar,Pb,Nantes,Sp,Diretor Administrativo,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Legislativo Municipal,1212.0,4.9,40.0,Mensal,Sim,Sim,Setor Público,,NaT
57514,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Empresária Limitada,605.29,23.9,20.0,Tarefa,Não,Não,Setor Privado,,NaT
57542,Caaporã,Pb,Caaporã,Pb,Assistente Administrativo,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Municipal,2500.0,6.9,40.0,Mensal,Não,Não,Setor Público,,NaT
57542,Conde,Pb,Conde,Pb,Assistente Administrativo,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Município,2545.0,2.0,40.0,Mensal,Não,Não,Outros,,NaT
57549,Recife,Pe,Nantes,Sp,Professor De Disciplinas Pedagógicas No Ensino Médio,,"Servidor Regido Pelo Regime Jurídico Único (Federal, Estadual E Municipal) E Militar, Vinculado A Regime Próprio De Previdência",Órgão Público Do Poder Executivo Estadual Ou Do Distrito Federal,7174.04,302.8,40.0,Mensal,Sim,Sim,Setor Público,,NaT
57552,Marcação,Pb,Marcação,Pb,Cirurgião Dentista - Clínico Geral,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Municipal,1646.68,2.3,40.0,Mensal,Não,Não,Setor Público,,NaT
57553,Rio De Janeiro,Rj,João Pessoa,Pb,Supervisor De Vendas Comercial,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,936.0,0.5,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
57553,João Pessoa,Pb,Nantes,Sp,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1223.39,5.9,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
57573,Pilar,Pb,Pilar,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Empresa Individual De Responsabilidade Limitada (De Natureza Empresária),1082.03,11.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
57573,Pilar,Pb,Pilar,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1625.0,17.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
57611,João Pessoa,Pb,João Pessoa,Pb,Comprador,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,3743.34,30.0,43.0,Mensal,Não,Não,Setor Privado,,NaT
57611,João Pessoa,Pb,João Pessoa,Pb,Auditor (Contadores E Afins),,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,3873.89,5.7,44.0,Mensal,Não,Não,Setor Privado,,NaT
57622,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1242.66,4.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
57641,Pedras De Fogo,Pb,Pedras De Fogo,Pb,Arquivista De Documentos,,"Contrato De Trabalho Por Tempo Determinado, Regido Por Lei Municipal",Município,1302.0,30.0,40.0,Outros/Não Informado,Não,Não,Outros,,NaT
57641,Pedras De Fogo,Pb,Pedras De Fogo,Pb,Atendente De Lojas E Mercados,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1424.1,18.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
57641,Pedras De Fogo,Pb,Pedras De Fogo,Pb,Abatedor,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Empresária Limitada,593.95,9.5,20.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
57669,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,2998.29,39.4,36.0,Mensal,Não,Não,Outros,,NaT
57669,Santa Rita,Pb,Santa Rita,Pb,Atendente De Agência,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,5868.2,75.4,40.0,Mensal,Não,Não,Outros,,NaT
57693,João Pessoa,Pb,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,981.41,3.0,36.0,Mensal,Não,Não,Setor Privado,,NaT
57721,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Empresário (Individual),1764.91,2.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
57721,Solânea,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1612.13,12.5,44.0,Mensal,Sim,Não,Setor Privado,,NaT
57721,João Pessoa,Pb,João Pessoa,Pb,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1898.65,7.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
57721,Cabedelo,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,1556.27,2.5,44.0,Mensal,Sim,Não,Setor Privado,,NaT
57721,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Anônima Aberta,465.15,22.5,20.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
57723,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,1906.72,4.6,40.0,Mensal,Não,Não,Outros,,NaT
57723,João Pessoa,Pb,João Pessoa,Pb,Atendente De Agência,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,1733.47,13.8,40.0,Mensal,Não,Não,Outros,,NaT
57723,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2213.1,15.1,43.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
57742,João Pessoa,Pb,Bayeux,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Sociedade Empresária Limitada,1216.79,6.0,44.0,Mensal,Sim,Não,Setor Privado,,NaT
57742,Bayeux,Pb,Bayeux,Pb,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1512.19,5.4,44.0,Mensal,Não,Não,Setor Privado,,NaT
57813,Goiânia,Go,João Pessoa,Pb,Analista De Desenvolvimento De Sistemas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,4175.02,35.9,40.0,Mensal,Sim,Sim,Setor Privado,,NaT
57813,João Pessoa,Pb,Nantes,Sp,Vendedor Em Domicílio,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1329.3,10.0,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
57817,João Pessoa,Pb,João Pessoa,Pb,Supervisor De Logística,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2060.97,30.6,44.0,Mensal,Não,Não,Setor Privado,,NaT
57823,João Pessoa,Pb,João Pessoa,Pb,Secretária(O) Executiva(O),,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Autarquia Estadual Ou Do Distrito Federal,2865.63,3.5,40.0,Outros/Não Informado,Não,Não,Setor Público,,NaT
57839,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Simples Pura,2311.8,26.2,40.0,Mensal,Não,Não,Setor Privado,,NaT
57910,João Pessoa,Pb,João Pessoa,Pb,Assistente De Vendas,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1424.42,3.2,44.0,Mensal,Não,Não,Setor Privado,,NaT
57917,Cabedelo,Pb,João Pessoa,Pb,Promotor De Vendas Especializado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,3785.3,27.5,44.0,Mensal,Sim,Não,Setor Privado,,NaT
57943,João Pessoa,Pb,Nantes,Sp,Dirigente Do Serviço Público Estadual E Distrital,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Estadual Ou Do Distrito Federal,1100.0,0.9,30.0,Mensal,Sim,Sim,Setor Público,,NaT
57950,Natal,Rn,João Pessoa,Pb,Analista De Crédito (Instituições Financeiras),,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1210.0,6.9,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
57950,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,1209.82,33.3,40.0,Mensal,Não,Não,Setor Privado,,NaT
57950,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1626.17,9.3,44.0,Mensal,Não,Não,Setor Privado,,NaT
57950,Florianópolis,Sc,João Pessoa,Pb,Analista De Negócios,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2058.08,4.8,40.0,Mensal,Sim,Sim,Setor Privado,,NaT
57957,João Pessoa,Pb,João Pessoa,Pb,Chefe De Serviços Bancários,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,5691.76,17.9,36.0,Mensal,Não,Não,Setor Privado,,NaT
57957,João Pessoa,Pb,João Pessoa,Pb,Gerente De Contas - Pessoa Física E Jurídica,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,7706.06,72.9,36.0,Mensal,Não,Não,Setor Privado,,NaT
57957,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,3608.02,12.8,36.0,Mensal,Não,Não,Setor Privado,,NaT
57957,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,4268.36,12.8,36.0,Mensal,Não,Não,Setor Privado,,NaT
57960,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Tempo Determinado Ou Obra Certa",Associação Privada,404.0,0.3,44.0,Mensal,Não,Não,Terceiro Setor,,NaT
57960,João Pessoa,Pb,João Pessoa,Pb,Recepcionista De Consultório Médico Ou Dentário,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1972.4,31.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
57963,João Pessoa,Pb,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,471.3,3.9,36.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
57964,Brasília,Df,João Pessoa,Pb,Escriturário De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade De Economia Mista,10370.65,32.2,30.0,Mensal,Sim,Sim,Setor Privado,,NaT
57964,Brasília,Df,Brasília,Df,Analista De Pesquisa De Mercado,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,4063.36,43.4,30.0,Mensal,Não,Não,Setor Privado,,NaT
57964,Brasília,Df,João Pessoa,Pb,Escriturário De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade De Economia Mista,4561.73,13.8,30.0,Mensal,Sim,Sim,Setor Privado,,NaT
57966,João Pessoa,Pb,João Pessoa,Pb,Gerente Financeiro,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1669.82,19.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
57966,João Pessoa,Pb,João Pessoa,Pb,Auxiliar De Escritório,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Empresária Limitada,769.74,12.8,30.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58007,João Pessoa,Pb,Nantes,Sp,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Associação Privada,1257.75,20.8,44.0,Mensal,Sim,Sim,Terceiro Setor,,NaT
58012,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1897.28,83.8,44.0,Mensal,Não,Não,Setor Privado,,NaT
58081,João Pessoa,Pb,João Pessoa,Pb,Assistente Comercial De Seguros,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1611.14,22.0,44.0,Mensal,Não,Não,Setor Privado,,NaT
58086,Santa Rita,Pb,Santa Rita,Pb,Auxiliar De Escritório,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1586.74,11.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58111,Cajazeiras,Pb,Cajazeiras,Pb,Atendente De Agência,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,4725.39,5.9,40.0,Mensal,Não,Não,Outros,,NaT
58111,João Pessoa,Pb,João Pessoa,Pb,Atendente De Agência,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,2819.76,42.0,40.0,Mensal,Não,Não,Outros,,NaT
58111,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade De Economia Mista,486.21,22.7,20.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58111,João Pessoa,Pb,João Pessoa,Pb,Recepcionista De Hotel,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,976.66,2.2,44.0,Mensal,Não,Não,Setor Privado,,NaT
58115,João Pessoa,Pb,João Pessoa,Pb,Chefe De Portaria De Hotel,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2167.06,36.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58115,João Pessoa,Pb,Nantes,Sp,Digitador,,"Servidor Regido Pelo Regime Jurídico Único (Federal, Estadual E Municipal) E Militar, Vinculado A Regime Próprio De Previdência",Fundo Público Da Administração Direta Municipal,1000.0,67.9,40.0,Mensal,Sim,Sim,Outros,,NaT
58116,João Pessoa,Pb,João Pessoa,Pb,Caixa De Banco,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Aberta,4278.22,26.7,30.0,Mensal,Não,Não,Setor Privado,,NaT
58133,Goiana,Pe,Goiana,Pe,Operador De Inspeção De Qualidade,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1856.22,41.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58134,Cabedelo,Pb,Cabedelo,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1182.4,35.9,44.0,Mensal,Não,Não,Setor Privado,,NaT
58150,João Pessoa,Pb,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,770.0,0.6,36.0,Mensal,Não,Não,Setor Privado,,NaT
58150,João Pessoa,Pb,João Pessoa,Pb,"Recepcionista, Em Geral",,"Aprendiz Contratado Nos Termos Do Art. 428 Da Clt, Regulamentado Pelo Decreto Nº 5.598, De 1º De Dezembro De 2005",Sociedade Empresária Limitada,770.15,17.3,30.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58150,Barueri,Sp,João Pessoa,Pb,Operador De Telemarketing Ativo E Receptivo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1772.76,25.7,36.0,Mensal,Sim,Sim,Setor Privado,,NaT
58176,João Pessoa,Pb,Nantes,Sp,Auxiliar De Contabilidade,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1368.19,14.3,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58186,João Pessoa,Pb,Nantes,Sp,Dirigente Do Serviço Público Estadual E Distrital,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Estadual Ou Do Distrito Federal,1500.0,128.6,30.0,Mensal,Sim,Sim,Setor Público,,NaT
58227,João Pessoa,Pb,João Pessoa,Pb,Vendedor De Comércio Varejista,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,4678.72,83.7,44.0,Mensal,Não,Não,Setor Privado,,NaT
58234,João Pessoa,Pb,Nantes,Sp,Dirigente Do Serviço Público Estadual E Distrital,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Estadual Ou Do Distrito Federal,1500.0,12.9,30.0,Mensal,Sim,Sim,Setor Público,,NaT
58238,João Pessoa,Pb,João Pessoa,Pb,Assistente Administrativo,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Cooperativa,2353.48,14.3,40.0,Mensal,Não,Não,Outros,,NaT
58238,João Pessoa,Pb,João Pessoa,Pb,Operador De Caixa,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Entidade Sindical,1318.45,27.9,44.0,Mensal,Não,Não,Outros,,NaT
58241,Pedras De Fogo,Pb,Nantes,Sp,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,2000.0,4.9,44.0,Mensal,Sim,Sim,Setor Privado,,NaT
58241,João Pessoa,Pb,João Pessoa,Pb,Analista De Recursos Humanos,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Empresária Limitada,1757.5,19.3,44.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58241,João Pessoa,Pb,Nantes,Sp,Assistente Administrativo,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Órgão Público Do Poder Executivo Municipal,1353.55,33.9,40.0,Mensal,Sim,Sim,Setor Público,,NaT
58250,Alhandra,Pb,Alhandra,Pb,Estoquista,,"Trabalhador Urbano Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Clt, Por Prazo Indeterminado",Sociedade Anônima Fechada,1489.39,1.4,44.0,Mensal,Não,Não,Setor Privado,,NaT
58250,Conde,Pb,Conde,Pb,Digitador,,"Servidor Público Não-Efetivo (Demissível Ad Nutum Ou Admitido Por Legislação Especial, Não Regido Pela Clt)",Município,1086.25,7.7,40.0,Mensal,Não,Não,Outros,,NaT
58250,Barueri,Sp,Barueri,Sp,Auxiliar De Escritório,,"Trabalhador Temporário, Regido Pela Lei Nr. 6.019, De 3 De Janeiro De 1974",Sociedade Empresária Limitada,1855.84,1.6,44.0,Outros/Não Informado,Não,Não,Setor Privado,,NaT
58296,Rio De Janeiro,Rj,Nantes,Sp,Entrevistador Censitário E De Pesquisas Amostrais,,"Contrato De Trabalho Por Tempo Determinado, Regido Pela Lei Nr. 8.745, De 9 De Dezembro De 1993, Com A Redação Dada Pela Lei Nr. 9.849, De 26 De Outubro De 1999",Fundação Pública De Direito Público Federal,695.1,1.5,24.0,Diário,Sim,Sim,Setor Público,,NaT
58296,Camutanga,Pe,Camutanga,Pe,Trabalhador Da Cultura De Cana-De-Açúcar,,"Trabalhador Rural Vinculado A Empregador Pessoa Jurídica Por Contrato De Trabalho Regido Pela Lei Nr. 5.889/73, Por Prazo Indeterminado",Sociedade Anônima Fechada,1426.11,16.4,44.0,Hora,Não,Não,Setor Privado,,NaT
